Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Average_Rating;Rating_Count;Gross_Sales_EUR;Publisher;Adapted_to_Film;Genre
2008;The Way of Shadows;Brent Weeks;en;Excellent;Apr 29;174000;442.89;Amazon Digital Services,  Inc,;0.0;Fantasy
2005;Everyone Worth Knowing;Lauren Weisberger;en;Novice;Mrz 39;59932;109.89;Amazon Digital Services,  Inc,;0.0;Nonfiction
1986;Redwall;Brian Jacques;en;Excellent;04. Nov;73918;331.89;Amazon Digital Services,  Inc,;1.0;Children’s
2016;The Woman in Cabin 10;Ruth Ware;en;Intermediate;Mrz 67;90541;109890.0;Amazon Digital Services,  Inc,;0.0;Thriller
1979;Sophie's Choice;William Styron;en;Excellent;Apr 18;66923;220890.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2004;Shopaholic and Sister;Sophie Kinsella;en;Intermediate;Mrz 64;69007;331.89;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2010;The Iron Daughter;Julie Kagawa;en;Excellent;Apr 13;93340;331.89;Amazon Digital Services,  Inc,;0.0;Young Adult
2000;The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H, Wilkinson;en;Intermediate;Mrz 92;57468;899.1;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2012;The Age of Miracles;Karen Thompson Walker;en;Intermediate;Mrz 64;61296;1314240.0;Random;0.0;Science Fiction
2009;Have a Little Faith: A True Story;Mitch Albom;en;Excellent;Apr 16;60002;220890.0;Hachette;0.0;Memoir
2006;My Life in France;Julia Child, Alex Prud'Homme;en;Excellent;Apr 16;63100;1330890.0;Penguin;0.0;Memoir
2014;The Rosie Effect;Graeme Simsion;en;Intermediate;Mrz 56;27308;1225440.0;Macmillan;0.0;Romance
2011;The Secret of the Nagas,;Amish Tripathi;en;Intermediate;Mrz 98;50158;109890.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1982;Ham on Rye;Charles Bukowski;en;Excellent;Apr 16;54140;196.47;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2001;Flipped;Wendelin Van Draanen;en;Intermediate;Mrz 94;79264;109.89;Amazon Digital Services,  Inc,;1.0;Young Adult
2003;Emotional Intelligence 2,0;Travis Bradberry, Jean Greaves, Patrick Lencioni;en;Intermediate;Mrz 81;53384;109.89;Amazon Digital Services,  Inc,;0.0;Philosophy
1941;Make Way for Ducklings;Robert McCloskey;en;Excellent;Apr 21;70704;637140.0;Harper;1.0;Children’s
1995;Relic;Douglas Preston, Lincoln Child;en;Excellent;04. Jan;68011;858030.0;Hachette;0.0;Thriller
1995;Notes from a Small Island;Bill Bryson;en;Intermediate;Mrz 91;66947;442.89;Amazon Digital Services,  Inc,;0.0;Horror
2008;Small Favor;Jim Butcher;en;Famous;Apr 43;70029;1219890.0;Random;0.0;Fantasy
2009;The Walking Dead Compendium Volume 1;Robert Kirkman;en;Famous;Apr 43;57764;331.89;Amazon Digital Services,  Inc,;1.0;Graphic Novel
2005;Princess Academy;Shannon Hale;en;Excellent;04. Jan;82470;1414140.0;Simon and Schuster Digital Sales Inc;0.0;Young Adult
2015;Everything, Everything;Nicola Yoon, David Yoon;en;Excellent;04. Nov;132552;331.89;Amazon Digital Services,  Inc,;1.0;Young Adult
2012;Flight Behavior;Barbara Kingsolver;en;Intermediate;Mrz 75;57078;109890.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2008;Grip of the Shadow Plague;Brandon Mull;en;Excellent;Apr 26;65638;548.9;Amazon Digital Services,  Inc,;0.0;Fantasy
1999;Bridget Jones: The Edge of Reason;Helen Fielding;en;Intermediate;Mrz 53;73093;1098.9;Amazon Digital Services,  Inc,;1.0;Romance
1994;Captain Corelli's Mandolin;Louis de BerniÃÂ¨res;en;Intermediate;Mrz 95;57583;108.9;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2004;At First Sight;Nicholas Sparks;en;Intermediate;Mrz 81;62219;108.9;Amazon Digital Services,  Inc,;0.0;Romance
2000;Down Under;Bill Bryson;en;Excellent;04. Mai;58688;438.9;Amazon Digital Services,  Inc,;0.0;Horror
2012;The Orphan Master's Son;Adam Johnson;en;Excellent;04. Jun;52765;108.9;Macmillan;0.0;Historical Fiction
1984;Enchanters' End Game;David Eddings;en;Excellent;Apr 17;69134;438.9;Amazon Digital Services,  Inc,;0.0;Fantasy
2003;Persepolis;Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh;en;Excellent;Apr 36;71353;108.9;Amazon Digital Services,  Inc,;1.0;Graphic Novel
1967;The Chosen;Chaim Potok;en;Excellent;04. Mrz;70701;218.9;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1958;The Agony and the Ecstasy: A Biographical Novel of Michelangelo;Irving Stone;en;Excellent;04. Sep;61256;438.9;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2008;El juego del ÃÂ¡ngel;Carlos Ruiz ZafÃÂ³n, Lucia Graves;en;Intermediate;Mrz 86;46225;1351.9;Harper;0.0;Thriller
2004;Where Rainbows End;Cecelia Ahern;en;Intermediate;Mrz 95;55236;1208.9;Random;1.0;Romance
1963;Amelia Bedelia;Peggy Parish, Fritz Siebel;en;Excellent;Apr 15;72329;878.9;Penguin;0.0;Children’s
2012;This Man;Jodi Ellen Malpas;en;Excellent;Apr 13;79461;108.9;Amazon Digital Services,  Inc,;0.0;Romance
2010;A Dog's Purpose ;W, Bruce Cameron;en;Excellent;Apr 35;65091;328.9;Amazon Digital Services,  Inc,;1.0;Fiction
2015;An Ember in the Ashes;Sabaa Tahir;en;Excellent;Apr 32;45492;603.9;Harper;0.0;Young Adult
2008;Lover Enshrined, part one;J,R, Ward;en;Excellent;04. Dez;87432;988.9;Random;0.0;Romance
2013;The Golem and the Jinni;Helene Wecker;en;Excellent;04. Jan;59650;438.9;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2003;The Slippery Slope;Lemony Snicket, Brett Helquist;en;Intermediate;4.0;81362;988.9;Penguin;0.0;Young Adult
1938;Caps for sale: a tale of a peddler, some monkeys and their monkey business;Esphyr Slobodkina;en;Excellent;04. Dez;72504;548.9;Amazon Digital Services,  Inc,;0.0;Children’s
2004;Furies of Calderon ;Jim Butcher;en;Excellent;04. Dez;70269;108.9;Amazon Digital Services,  Inc,;0.0;Fantasy
1983;Alanna: The First Adventure;Tamora Pierce;en;Excellent;Apr 27;85699;1867.8;Penguin;0.0;Young Adult
2009;Her Fearful Symmetry;Audrey Niffenegger;en;Novice;Mrz 23;63737;416.9;Harper;0.0;Nonfiction
2014;The Boston Girl;Anita Diamant;en;Intermediate;Mrz 79;51603;548.9;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2009;Lover Enshrined, part two;J,R, Ward;en;Excellent;Apr 38;84650;493.9;Macmillan;0.0;Romance
1990;The Fall of Hyperion;Dan Simmons;en;Excellent;Apr 18;63235;641.3;Simon and Schuster Digital Sales Inc;0.0;Science Fiction
1987;The Black Dahlia;James Ellroy;en;Intermediate;Mrz 75;61412;1088910.0;Random;1.0;Thriller
1991;Wild Swans: Three Daughters of China;Jung Chang;en;Excellent;Apr 23;60193;434910.0;Harper;0.0;Biography
1961;Go, Dog, Go!;P,D, Eastman;en;Excellent;04. Aug;66360;1160.85;Penguin;0.0;Children’s
1937;Little House;Laura Ingalls Wilder, Garth Williams;en;Excellent;Apr 19;74666;516660.0;Harper;1.0;Children’s
2015;Finders Keepers;Stephen King;en;Excellent;04. Mrz;36541;107.91;Amazon Digital Services,  Inc,;0.0;Thriller
2009;The Strain;Guillermo del Toro, Chuck Hogan;en;Intermediate;Mrz 77;58631;107910.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1956;Old Yeller;Fred Gipson;en;Excellent;04. Jun;69815;1502020.0;Macmillan;1.0;Children’s
2007;Born Standing Up: A Comic's Life;Steve Martin;en;Intermediate;Mrz 87;60869;107910.0;Amazon Digital Services,  Inc,;0.0;Biography
2005;PostSecret: Extraordinary Confessions from Ordinary Lives;Frank Warren;en;Excellent;04. Jan;58841;107.91;Amazon Digital Services,  Inc,;0.0;Nonfiction
2000;A Storm of Swords: Part 2 Blood and Gold;George R,R, Martin;en;Famous;Apr 56;54977;325.91;Amazon Digital Services,  Inc,;0.0;Fantasy
1952;The Borrowers Afield;Mary Norton, Beth Krush, Joe Krush;en;Excellent;04. Feb;74820;706320.0;Hachette;1.0;Children’s
1999;Hearts in Atlantis;Stephen King;en;Intermediate;03. Aug;65063;216910.0;Macmillan;0.0;Horror
2003;The Queen's Fool;Philippa Gregory;en;Intermediate;Mrz 83;69504;598410.0;Penguin;0.0;Historical Fiction
2012;Days of Blood & Starlight;Laini Taylor;en;Excellent;Apr 21;85746;325910.0;Simon and Schuster Digital Sales Inc;0.0;Fantasy
1984;Jitterbug Perfume;Tom Robbins;en;Excellent;Apr 24;48277;325.91;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2006;The Battle for Skandia (Ranger's Apprentice, #4);John Flanagan;en;Excellent;Apr 32;60959;325910.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2012;The Darkest Minds;Alexandra Bracken;en;Excellent;Apr 26;83886;620210.0;Amazon Digital Services,  Inc,;1.0;Young Adult
2005;O Zahir;Paulo Coelho, Margaret Jull Costa;en;Intermediate;Mrz 56;50921;434.91;Hachette;0.0;Historical Fiction
1952;The Power of Positive Thinking;Norman Vincent Peale;en;Excellent;04. Aug;52704;325.91;Amazon Digital Services,  Inc,;0.0;Nonfiction
2015;In a Dark, Dark Wood ;Ruth Ware;en;Intermediate;Mrz 65;67344;107.91;Amazon Digital Services,  Inc,;0.0;Thriller
2006;Fairy Tail 1;Hiro Mashima, William Flanagan;en;Famous;04. Apr;65477;434.91;Amazon Digital Services,  Inc,;1.0;Fantasy
2014;The Slow Regard of Silent Things;Patrick Rothfuss, Nate  Taylor;en;Intermediate;Mrz 92;57716;434.91;Amazon Digital Services,  Inc,;0.0;Fantasy
2010;Lover Avenged, part one;J,R, Ward;en;Famous;Apr 41;82824;543.91;Random;0.0;Romance
1999;In the Heart of the Sea: The Tragedy of the Whaleship Essex;Nathaniel Philbrick;en;Excellent;Apr 16;57259;107.91;Amazon Digital Services,  Inc,;1.0;Nonfiction
2006;Infidel;Ayaan Hirsi Ali;en;Excellent;04. Feb;58432;107.91;Amazon Digital Services,  Inc,;0.0;Biography
2007;The Black Swan: The Impact of the Highly Improbable;Nassim Nicholas Taleb;en;Intermediate;Mrz 88;53586;761.91;Amazon Digital Services,  Inc,;0.0;Nonfiction
2012;The Twelve;Justin Cronin;en;Intermediate;Mrz 98;56756;538.92;Amazon Digital Services,  Inc,;0.0;Horror
1962;One day in the life of Ivan Denisovich;Aleksandr Solzhenitsyn, H,T, Willetts;en;Intermediate;Mrz 94;121000;646920.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
1995;The Diamond Age;Neal Stephenson;en;Excellent;Apr 19;61836;970920.0;Hachette;0.0;Science Fiction
1959;A Canticle for Leibowitz;Walter M, Miller Jr,;en;Intermediate;Mrz 97;66721;106.92;Macmillan;0.0;Science Fiction
2009;Brooklyn;Colm Toibin;en;Intermediate;Mrz 63;55459;1659960.0;Amazon Digital Services,  Inc,;1.0;Nonfiction
2011;Wither;Lauren DeStefano;en;Intermediate;Mrz 81;84776;412.56;Amazon Digital Services,  Inc,;0.0;Dystopian
2016;Hillbilly Elegy, A Memoir of a Family and Culture in Crisis;J,D, Vance;en;Intermediate;Mrz 99;80737;430.92;Amazon Digital Services,  Inc,;1.0;Memoir
2003;Crossroads of Twilight;Robert Jordan;en;Intermediate;Mrz 82;61361;430.92;Amazon Digital Services,  Inc,;0.0;Fantasy
2014;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;en;Excellent;Apr 17;60236;1150.2;Penguin;0.0;Science Fiction
1999;Gardens of the Moon;Steven Erikson;en;Intermediate;Mrz 85;57993;430.92;Penguin;0.0;Fantasy
2006;A Bruxa de Portobello;Paulo Coelho;en;Intermediate;Mrz 51;51461;1327320.0;Amazon Digital Services,  Inc,;0.0;Fiction
1978;A Swiftly Tilting Planet;Madeleine L'Engle;en;Excellent;Apr 13;75851;322.92;Harper;0.0;Fantasy
2003;Gregor the Overlander;Suzanne Collins;en;Intermediate;Mrz 99;66823;322.92;Amazon Digital Services,  Inc,;0.0;Fantasy
2011;Sing You Home;Jodi Picoult;en;Intermediate;Mrz 76;62494;516240.0;Amazon Digital Services,  Inc,;0.0;Romance
1992;The Tale of the Body Thief;Anne Rice;en;Intermediate;03. Jul;67267;214920.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2005;The Camel Club;David Baldacci;en;Excellent;04. Feb;58973;139320.0;Harper;0.0;Thriller
2006;Saving The World and Other Extreme Sports;James Patterson;en;Excellent;Apr 16;75436;748440.0;Amazon Digital Services,  Inc,;0.0;Young Adult
1996;Blood of the Fold;Terry Goodkind;en;Intermediate;Mrz 98;60624;106920.0;Hachette;0.0;Fantasy
2006;The Boleyn Inheritance;Philippa Gregory;en;Intermediate;Mrz 84;62135;646920.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2015;A Spool of Blue Thread;Anne Tyler;en;Novice;03. Apr;42339;1186920.0;Hachette;0.0;Historical Fiction
2016;The Underground Railroad;Colson Whitehead;en;Excellent;04. Apr;72052;538.92;Penguin;1.0;Historical Fiction
2007;Masquerade;Melissa de la Cruz;en;Intermediate;Mrz 91;76598;106920.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2011;The Iron Queen;Julie Kagawa;en;Excellent;Apr 24;82373;430.92;Amazon Digital Services,  Inc,;0.0;Young Adult
2012;Losing It;Cora Carmack;en;Intermediate;Mrz 77;84438;538920.0;Amazon Digital Services,  Inc,;0.0;Romance
2012;The Racketeer;John Grisham;en;Intermediate;Mrz 79;48286;322920.0;Harper;0.0;Thriller
1999;Disgrace;J,M, Coetzee;en;Intermediate;Mrz 83;50422;1078920.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1928;The House at Pooh Corner;A,A, Milne, Ernest H, Shepard;en;Excellent;Apr 36;69102;214.92;Random;1.0;Children’s
2010;The Black Prism;Brent Weeks;en;Excellent;Apr 24;58906;430.92;Amazon Digital Services,  Inc,;0.0;Fantasy
2004;The Mermaid Chair;Sue Monk Kidd;en;Novice;03. Jan;62760;322.92;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1970;Frog and Toad Are Friends;Arnold Lobel;en;Excellent;Apr 18;70119;322920.0;Amazon Digital Services,  Inc,;1.0;Children’s
2002;The Carnivorous Carnival;Lemony Snicket, Brett Helquist;en;Intermediate;Mrz 97;83981;105.93;Harper;0.0;Children’s
2010;Heist Society;Ally Carter;en;Intermediate;Mrz 91;75834;854930.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2016;Behind Closed Doors;B,A, Paris;en;Intermediate;Mrz 93;57865;919130.0;Random;0.0;Thriller
1974;The Killer Angels;Michael Shaara;en;Excellent;04. Mrz;58372;105930.0;Penguin;1.0;Historical Fiction
1995;Circus of the Damned (Anita Blake, Vampire Hunter, #3);Laurell K, Hamilton;en;Excellent;Apr 16;73883;426930.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2006;Ptolemy's Gate;Jonathan Stroud;en;Excellent;Apr 24;63838;1272230.0;Penguin;0.0;Science Fiction
2012;Opal;Jennifer L, Armentrout;en;Excellent;Apr 34;92014;105.93;Amazon Digital Services,  Inc,;0.0;Memoir
2008;Zeitoun;Dave Eggers;en;Excellent;04. Aug;55398;408.74;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2010;Out of My Mind;Sharon M, Draper;en;Excellent;Apr 37;63756;319.93;Amazon Digital Services,  Inc,;0.0;Romance
2012;Rapture;Lauren Kate;en;Excellent;04. Mrz;79360;1282930.0;Amazon Digital Services,  Inc,;0.0;Romance
2010;Switched;Amanda Hocking;en;Intermediate;Mrz 89;45319;640930.0;Random;0.0;Young Adult
1957;Doctor Zhivago;Boris Pasternak, Max Hayward, Manya Harari, John Bayley;en;Excellent;04. Mrz;100906;854930.0;Macmillan;1.0;Nonfiction
2015;Ugle Love;Colleen Hoover;en;Excellent;Apr 25;2201359;1175930.0;Harper;1.0;Romance
2012;Pines;Blake Crouch;en;Intermediate;Mrz 88;34789;105.93;Amazon Digital Services,  Inc,;1.0;Science Fiction
1994;Disclosure;Michael Crichton;en;Intermediate;Mrz 76;57818;854930.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2012;Death Comes to Pemberley;P,D, James;en;Novice;Mrz 21;65906;426930.0;Random;1.0;Mystery
1992;A Map of the World;Jane Hamilton, Frank  Muller, C,J, Critt;en;Intermediate;Mrz 78;61347;324210.0;Harper;0.0;Historical Fiction
2016;It Ends with Us;Colleen Hoover;en;Famous;Apr 44;80433;747930.0;Amazon Digital Services,  Inc,;1.0;Romance
1968;The Electric Kool-Aid Acid Test;Tom Wolfe;en;Intermediate;Mrz 92;54848;319.93;Simon and Schuster Digital Sales Inc;0.0;Nonfiction
1959;The Naked Lunch;William S, Burroughs, James Grauerholz, Barry  Miles;en;Novice;Mrz 46;55473;529.65;Amazon Digital Services,  Inc,;1.0;Fiction
1991;The Sandman: Dream Country;Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson;en;Excellent;Apr 28;67753;426.93;Amazon Digital Services,  Inc,;1.0;Graphic Novel
2001;A Painted House;John Grisham;en;Intermediate;Mrz 67;59974;105.93;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1969;The Left Hand of Darkness;Ursula K, Le Guin, Lech JÃâ¢czmyk;en;Excellent;04. Mai;61888;822830.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2008;Let It Snow: Three Holiday Romances;John Green, Maureen Johnson, Lauren Myracle;en;Intermediate;Mrz 84;57632;1149180.0;Random;1.0;Romance
2010;Full Dark, No Stars;Stephen King;en;Excellent;04. Mrz;60672;640930.0;Penguin;0.0;Horror
2014;Being Mortal: Medicine and What Matters in the End;Atul Gawande;en;Famous;04. Apr;56510;319.93;Random;0.0;Nonfiction
1987;Intensity;Dean Koontz;en;Excellent;04. Apr;58062;104.94;Amazon Digital Services,  Inc,;0.0;Thriller
2010;Chelsea Chelsea Bang Bang;Chelsea Handler;en;Intermediate;Mrz 81;55355;477.0;Amazon Digital Services,  Inc,;0.0;Memoir
1959;Hawaii;James A, Michener;en;Excellent;Apr 18;59963;212.0;Hachette;1.0;Historical Fiction
1961;Revolutionary Road;Richard Yates;en;Intermediate;Mrz 89;56550;735640.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2006;Nick & Norah's Infinite Playlist;Rachel Cohn, David Levithan;en;Intermediate;Mrz 73;60372;846940.0;Penguin;1.0;Young Adult
1966;Rosencrantz and Guildenstern are Dead;Tom Stoppard, Henry Popkin;en;Excellent;04. Jun;67077;1334540.0;Random;1.0;Historical Fiction
2011;Forever;Maggie Stiefvater;en;Intermediate;Mrz 91;85034;827860.0;Random;0.0;Young Adult
1996;The Beach;Alex Garland;en;Intermediate;Mrz 91;52333;589360.0;Penguin;1.0;Historical Fiction
2010;Saving CeeCee Honeycutt;Beth Hoffman, Jenna Lamia;en;Intermediate;Mrz 92;54341;316.94;Hachette;0.0;Romance
2012;Deadlocked;Charlaine Harris;en;Intermediate;Mrz 65;65932;1058940.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2002;Everything's Eventual: 14 Dark Tales;Stephen King;en;Intermediate;Mrz 94;60932;316940.0;Amazon Digital Services,  Inc,;0.0;Horror
1955;Beezus and Ramona;Beverly Cleary;en;Intermediate;Mrz 97;75987;740940.0;Amazon Digital Services,  Inc,;1.0;Children’s
1972;The Farthest Shore;Ursula K, Le Guin;en;Excellent;04. Nov;65626;210940.0;Random;0.0;Science Fiction
1996;Airframe;Michael Crichton;en;Intermediate;Mrz 66;59229;104940.0;Amazon Digital Services,  Inc,;0.0;Thriller
1982;Magician;Raymond E, Feist;en;Excellent;Apr 17;62432;815140.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2004;Bet Me;Jennifer Crusie;en;Intermediate;Mrz 95;70737;846940.0;Random;0.0;Romance
1994;Long Walk to Freedom: The Autobiography of Nelson Mandela;Nelson Mandela;en;Excellent;Apr 31;43927;316940.0;Random;1.0;Biography
2014;Gray Mountain;John Grisham;en;Intermediate;Mrz 52;37379;104940.0;Amazon Digital Services,  Inc,;0.0;Thriller
1989;The Power of One;Bryce Courtenay;en;Excellent;Apr 34;57312;846940.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1930;The Maltese Falcon;Dashiell Hammett;en;Intermediate;Mrz 92;58742;846940.0;Random;1.0;Mystery
2011;Night Road;Kristin Hannah;en;Excellent;Apr 17;58028;104940.0;Hachette;0.0;Nonfiction
1999;Tripwire;Lee Child;en;Excellent;04. Jul;55251;316940.0;Amazon Digital Services,  Inc,;0.0;Thriller
2013;Twelve Years a Slave;Solomon Northup;en;Famous;04. Feb;112905;7000000.0;Knopf;1.0;Biography
2009;In the Heart of the Sea;Nathaniel Philbrick;en;Intermediate;04. Jan;115587;6000000.0;Houghton Mifflin;1.0;Mystery
2016;Brooklyn;Colm Tóibín;en;Famous;Mrz 74;149982;4000000.0;Viking;1.0;Romance
2016;The Underground Railroad;Colson Whitehead;en;Famous;04. Jan;431900;5500000.0;Scribner;1.0;Historical Fiction
2017;It Ends with Us;Colleen Hoover;en;Famous;04. Jan;4370470;6000000.0;Doubleday;0.0;Romance
2018;Becoming;Michelle Obama;en;Famous;04. Apr;220000;10000000.0;Atria Books;1.0;Memoir
2018;Circe;Madeline Miller;en;Famous;04. Feb;1266355;4000000.0;Crown;0.0;Fantasy
2020;A Promised Land;Barack Obama;en;Famous;04. Mrz;1156605;8000000.0;Little, Brown;1.0;Memoir
2020;The Night Circus;Erin Morgenstern;en;Novice;4.0;1064943;3800000.0;Crown;0.0;Fantasy
2021;The Four Winds;Kristin Hannah;en;Famous;04. Mrz;890474;4500000.0;Doubleday;0.0;Historical Fiction
2022;Tomorrow, and Tomorrow, and Tomorrow;Gabrielle Zevin;en;Intermediate;04. Jan;1238042;2000000.0;St, Martin's Press;0.0;Fiction
2023;Spare;Prince Harry;en;Famous;03. Aug;413924;3000000.0;Knopf;1.0;Memoir
2024;Lessons in Chemistry;Bonnie Garmus;en;Novice;Apr 24;25000;1800000.0;Penguin;0.0;Fiction
2015;The Girl on the Train;Paula Hawkins;en;Famous;04. Mai;350000;20000000.0;Doubleday;1.0;Thriller
2016;La Vérité sur l'Affaire Harry Quebert;Joël Dicker;fr;Intermediate;04. Feb;214000;3000000.0;Riverhead Books;1.0;Mystery
2017;Der Insasse;Sebastian Fitzek;de;Famous;04. Feb;25397;4000000.0;Éditions de Fallois;0.0;Thriller
1987;Norwegian Wood;Haruki Murakami;en;Famous;4.0;692000;5000000.0;Droemer Knaur;1.0;Fiction
2019;Pachinko;Min Jin Lee;en;Intermediate;04. Mrz;300000;3500000.0;Kodansha;1.0;Historical Fiction
2011;La sombra del viento;Carlos Ruiz Zafón;es;Famous;04. Jun;2880;6000000.0;Grand Central Pub;1.0;Mystery
2021;The Henna Artist;Alka Joshi;en;Intermediate;04. Feb;202000;2100000.0;Planeta;0.0;Historical Fiction
2022;Klara und die Sonne;Kazuo Ishiguro;de;Famous;04. Jun;405407;1500000.0;Atria Books;0.0;Satire
2023;Die Spiegelreisende;Christelle Dabos;fr;Intermediate;04. Jan;315000;1200000.0;S, Fischer Verlag;0.0;Fantasy
2024;Llamas de fuego;Javier Castillo;es;Intermediate;Mrz 53;19100;900000.0;Gallimard;0.0;Thriller
2016;Zuleikha Opens Her Eyes;Guzel Yakhina;ru;Novice;04. Apr;17515;2500000.0;Planeta;1.0;Historical Fiction
2017;El día que se perdió el amor;Javier Castillo;es;Intermediate;03. Mai;19100;2800000.0;AST (Russia);0.0;Thriller
2018;Boy Swallows Universe;Trent Dalton;en;Intermediate;Apr 34;94100;3500000.0;Suma (Planeta);1.0;Fiction
2019;La cara norte del corazón;Dolores Redondo;es;Intermediate;04. Jan;10700;1800000000.0;HarperCollins Australia;1.0;Thriller
2014;Big Little Lies;Liane Moriarty;en;Famous;04. Mrz;10855379;10000000.0;La cara norte del corazón;1.0;Mystery
2016;Truly Madly Guilty;Liane Moriarty;en;Famous;04. Mai;2946;3000000.0;Penguin;1.0;Thriller
2013;The Husband's Secret;Liane Moriarty;en;Famous;4.0;711542;4000000.0;Flatiron Books;1.0;Thriller
2018;Nine Perfect Strangers;Liane Moriarty;en;Famous;03. Jun;466689;3000000.0;Berkley;1.0;Mystery
2021;Apples Never Fall;Liane Moriarty;en;Famous;03. Aug;425274;2500000.0;Flatiron Books;1.0;Thriller
2011;The Hypnotist's Love Story;Liane Moriarty;en;Famous;03. Jul;157659;1500000.0;Flatiron Books;1.0;Thriller
2009;What Alice Forgot;Liane Moriarty;en;Famous;04. Jan;502074;3000000.0;Pan Macmillan;1.0;Fiction
2015;Soumission;Michel Houellebecq;fr;Famous;Mrz 65;49793;17600000.0;Crown Publishing Group;0.0;Politics
2017;L'Art de perdre;Alice Zeniter;fr;Intermediate;Apr 37;8452;10500000.0;Flammarion;0.0;Historical Fiction
2023;Veiller sur elle;Baptiste Andrea;fr;Novice;Apr 29;8683;700000000.0;LArt de perdre in Frankreich;1.0;Fantasy
2021;Le pays des autres;Leïla Slimani;fr;Famous;03. Aug;16807;3600000.0;L'Iconoclaste;0.0;Historical Fiction
1997;Harry Potter and the Philosophers Stone;J,K, Rowling;en;Famous;04. Mai;11024224;1500000000.0;Gallimard;1.0;Fantasy
1998;Harry Potter and the Chamber of Secrets;J,K, Rowling;en;Famous;04. Apr;4300000;700000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
1999;Harry Potter and the Prisoner of Azkaban;J,K, Rowling;en;Famous;Apr 58;4658341;750000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
2000;Harry Potter and the Goblet of Fire;J,K, Rowling;en;Famous;04. Jun;3551966;800000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
2003;Harry Potter and the Order of the Phoenix;J,K, Rowling;en;Famous;04. Mai;3678358;750000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
2005;Harry Potter and the Half?Blood Prince;J,K, Rowling;en;Famous;04. Jun;3551966;750000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
2007;Harry Potter and the Deathly Hallows;J,K, Rowling;en;Famous;04. Jun;3997834;800000000000.0;Bloomsbury/Scholastic;1.0;Fantasy
2012;Fifty Shades of Grey;E,?L, James;en;Famous;03. Jul;2803609;720000000.0;Bloomsbury/Scholastic;1.0;Nonfiction
2006;Twilight;Stephenie Meyer;en;Famous;Mrz 66;7104886;1900000000000.0;Vintage Books;1.0;Fantasy
2003;The Da Vinci Code;Dan Brown;en;Famous;03. Aug;2470069;1200000000.0;Hachette;1.0;Thriller
2008;The Hunger Games;Suzanne Collins;en;Famous;Apr 35;9553978;1200000000000.0;Penguin;1.0;Young Adult
2009;The Lost Symbol;Dan Brown;en;Famous;03. Aug;638760;100000000000.0;Scholastic Corporation;0.0;Thriller
2009;The Help;Kathryn Stockett;en;Famous;04. Mai;2954711;160000000.0;Penguin;1.0;Fantasy
2010;The Girl Who Kicked the Hornets Nest;Stieg Larsson;en;Famous;04. Feb;764536;400000000.0;Penguin;1.0;Thriller
2007;A Thousand Splendid Suns;Khaled Hosseini;sv;Famous;04. Mai;1674643;450000000.0;Alfred A. Knopf;0.0;Historical Fiction
2003;The Time Travelers Wife4;Audrey Niffenegger;en;Famous;4.0;1841165;110000000000.0;Riverhead Books;1.0;Romance
2012;Gone Girl;Gillian Flynn;en;Famous;04. Jan;3347931;280000000.0;Crown Publishing;1.0;Thriller
