Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Buchtitel;Verfilmt?;;
2010;The Passage;Justin Cronin;eng;Intermediate;45751;126993;genre fiction;3172.05;0.0;36.220,00  ;141;Amazon Digital Services,  Inc.;795;The Passage;Nein;The Passage;
2005;Anansi Boys;Neil Gaiman;eng;Intermediate;4.0;137639;nonfiction;1572.1;943.26;36.161,00  ;142;Amazon Digital Services,  Inc.;790;Anansi Boys;Nein;Anansi Boys;
2009;Along for the Ride;Sarah Dessen;eng;Intermediate;45873;151721;genre fiction;9412.15;5647.29;36.465,00  ;143;Penguin Group (USA) LLC;785;Along for the Ride;Ja;Along for the Ride;
2014;Everything I Never Told You;Celeste Ng;eng;Intermediate;28550;108703;genre fiction;3112.2;0.0;36.220,00  ;144;Amazon Digital Services,  Inc.;780;Everything I Never Told You;Ja;Everything I Never Told You;
1982;La casa de los espÃ­ritus;Isabel Allende, Magda Bogin;en-US;Intermediate;45692;119930;genre fiction;8269.25;4961.55;24.746,00  ;145;Simon and Schuster Digital Sales Inc;775;La casa de los esp�ritus;Ja;La casa de los espÃ­ritus;
1979;The Dead Zone;Stephen King;en-US;Intermediate;45903;132723;genre fiction;1512.4;907.44;36.161,00  ;148;HarperCollins Publishers;760;The Dead Zone;Nein;The Dead Zone;
1920;The Mysterious Affair at Styles;Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…;eng;Intermediate;35855;135514;genre fiction;3012.45;0.0;36.220,00  ;149;Amazon Digital Services,  Inc.;755;;;The Mysterious Affair at Styles;
1934;Murder in the Calais Coach;Agatha Christie;eng;Intermediate;42461;138444;genre fiction;3742.5;0.0;36.251,00  ;150;Amazon Digital Services,  Inc.;750;Murder in the Calais Coach;Nein;Murder in the Calais Coach;
2013;Americanah;Chimamanda Ngozi Adichie;eng;Intermediate;46113;113252;genre fiction;2992.5;0.0;36.220,00  ;150;Amazon Digital Services,  Inc.;750;Americanah;Nein;Americanah;
2001;Suzanne's Diary for Nicholas;James Patterson;eng;Intermediate;42461;121398;genre fiction;3717.55;2230.53;36.251,00  ;151;Random House LLC;745;Suzanne's Diary for Nicholas;Ja;Suzanne's Diary for Nicholas;
1980;Firestarter;Stephen King;eng;Intermediate;31107;142213;genre fiction;2952.6;1771.56;36.220,00  ;152;Macmillan;740;Firestarter;Nein;Firestarter;
2013;Entwined with You;Sylvia Day;eng;Intermediate;43556;141641;genre fiction;727.65;0.0;0.99;153;Amazon Digital Services,  Inc.;735;Entwined with You;Nein;Entwined with You;
2009;Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen;Christopher McDougall;eng;Intermediate;46478;109642;genre fiction;3642.7;0.0;36.251,00  ;154;Amazon Digital Services,  Inc.;730;Born to Run;Ja;Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen;
2014;The Storied Life of A.J. Fikry;Gabrielle Zevin;eng;Intermediate;35855;115393;genre fiction;5444.75;3266.85;18.810,00  ;155;Random House LLC;725;The Storied Life of A.J. Fikry;Nein;The Storied Life of A.J. Fikry;
1939;Mad About Madeline;Ludwig Bemelmans;en-GB;Intermediate;44652;156726;genre fiction;712.8;0.0;0.99;156;Amazon Digital Services,  Inc.;720;Mad About Madeline;Nein;Mad About Madeline;
1937;Think and Grow Rich;Napoleon Hill;eng;Intermediate;42826;87445;genre fiction;702.9;0.0;0.99;158;Amazon Digital Services,  Inc.;710;Think and Grow Rich;Ja;Think and Grow Rich;
1932;Little House In The Big Woods;Laura Ingalls Wilder, Garth Williams;eng;Intermediate;42461;165127;genre fiction;697.95;418.77;0.99;159;Amazon Digital Services,  Inc.;705;Little House In The Big Woods;Nein;Little House In The Big Woods;
2004;Jonathan Strange & Mr Norrell;Susanna Clarke;eng;Intermediate;45872;133683;genre fiction;5593.0;3355.8;36.342,00  ;160;Hachette Book Group;700;Jonathan Strange & Mr Norrell;Ja;Jonathan Strange & Mr Norrell;
2001;A Bend in the Road;Nicholas Sparks;eng;Intermediate;45692;116800;genre fiction;1353.2;811.92;36.161,00  ;164;HarperCollins Publishers;680;A Bend in the Road;Nein;A Bend in the Road;
2013;The House of Hades;Rick Riordan;eng;Famous;19815;159774;nonfiction;668.25;400.95;0.99;165;Amazon Digital Services,  Inc.;675;The House of Hades;Ja;The House of Hades;
2008;Gone;Michael  Grant;eng;Intermediate;31107;144606;genre fiction;3678.3;2206.98;18.019,00  ;166;Amazon Digital Services,  Inc.;670;Gone;Nein;Gone;
2003;The Wedding;Nicholas Sparks;en-US;Intermediate;35855;118045;genre fiction;658.35;395.01;0.99;167;Amazon Digital Services,  Inc.;665;The Wedding;Ja;The Wedding;
2005;1776;David McCullough;eng;Intermediate;45812;130293;genre fiction;7814.4;4688.64;30.987,00  ;168;Random House LLC;660;1776;Nein;1776;
2003;Under the Banner of Heaven: A Story of Violent Faith;Jon Krakauer;eng;Intermediate;35855;112167;genre fiction;648.45;0.0;0.99;169;Amazon Digital Services,  Inc.;655;Under the Banner of Heaven;Nein;Under the Banner of Heaven: A Story of Violent Faith;
2012;Beautiful Ruins;Jess Walter;eng;Intermediate;24532;116053;genre fiction;9818.45;5891.07;14.99;169;Random House LLC;655;Beautiful Ruins;Nein;Beautiful Ruins;
2006;The Audacity of Hope: Thoughts on Reclaiming the American Dream;Barack Obama;en-US;Intermediate;25263;110873;genre fiction;3243.5;0.0;36.251,00  ;170;Amazon Digital Services,  Inc.;650;The Audacity of Hope;Nein;The Audacity of Hope: Thoughts on Reclaiming the American Dream;
1999;On Writing: A Memoir of the Craft;Stephen King;eng;Intermediate;11414;131481;genre fiction;1943.5;0.0;36.192,00  ;170;Amazon Digital Services,  Inc.;650;On Writing: A Memoir of the Craft;Ja;On Writing: A Memoir of the Craft;
2008;Firefly Lane;Kristin Hannah;en-US;Intermediate;45751;121966;genre fiction;3218.55;0.0;36.251,00  ;171;Amazon Digital Services,  Inc.;645;Firefly Lane;Ja;Firefly Lane;
1987;Sphere;Michael Crichton;eng;Intermediate;28185;128244;genre fiction;4473.6;2684.16;36.312,00  ;172;Random House LLC;640;Sphere;Nein;Sphere;
2008;Love the One You're With;Emily Giffin;en-US;Intermediate;45841;124812;genre fiction;5663.7;3398.22;36.373,00  ;174;Simon and Schuster Digital Sales Inc;630;Love the One You're With;Ja;Love the One You're With;
2014;The Silkworm;Robert Galbraith, J.K. Rowling;eng;Intermediate;45720;120008;genre fiction;608.85;0.0;0.99;177;Amazon Digital Services,  Inc.;615;The Silkworm;Nein;The Silkworm;
1985;The Vampire Lestat;Anne Rice;eng;Intermediate;45781;141299;genre fiction;603.9;362.34;0.99;178;Amazon Digital Services,  Inc.;610;The Vampire Lestat;Nein;The Vampire Lestat;
2011;State of Wonder;Ann Patchett;eng;Intermediate;31107;124837;genre fiction;1210.0;0.0;2.0;179;Amazon Digital Services,  Inc.;605;State of Wonder;Ja;State of Wonder;
2008;The Silver Linings Playbook;Matthew Quick;en-US;Intermediate;4.0;110939;genre fiction;594.0;0.0;0.99;180;Amazon Digital Services,  Inc.;600;The Silver Linings Playbook;Ja;The Silver Linings Playbook;
1869;Vingt Mille Lieues Sous les Mers;Jules Verne, Anthony Bonner;eng;Intermediate;31472;121112;genre fiction;3540.25;0.0;34.820,00  ;181;Amazon Digital Services,  Inc.;595;Vingt Mille Lieues Sous les Mers;Nein;Vingt Mille Lieues Sous les Mers;
2005;The Constant Princess;Philippa Gregory;en-US;Intermediate;32203;124786;genre fiction;3564.05;2138.43;36.281,00  ;181;Penguin Group (USA) LLC;595;The Constant Princess;Ja;The Constant Princess;
1925;Mrs Dalloway;Virginia Woolf, Maureen Howard;en-US;Intermediate;28550;136327;genre fiction;1174.1;704.46;36.161,00  ;182;Amazon Digital Services,  Inc.;590;Mrs Dalloway;Ja;Mrs Dalloway;
2009;HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann;Jonas Jonasson, Rod Bradbury;en-GB;Intermediate;29646;92275;genre fiction;5200.65;3120.39;32.721,00  ;183;Macmillan;585;Hundra�ringen...;Ja;HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann;
1998;Bag of Bones;Stephen King;en-US;Intermediate;31837;131004;genre fiction;569.25;0.0;0.99;185;Amazon Digital Services,  Inc.;575;Bag of Bones;Ja;Bag of Bones;
1985;The Cider House Rules;John Irving;eng;Intermediate;45661;124876;genre fiction;1134.3;0.0;36.161,00  ;186;Amazon Digital Services,  Inc.;570;The Cider House Rules;Ja;The Cider House Rules;
1984;Thinner;Richard Bachman, Stephen King;en-GB;Intermediate;24167;130219;genre fiction;1659.45;0.0;36.192,00  ;189;Amazon Digital Services,  Inc.;555;Thinner;Ja;Thinner;
1872;Le tour du monde en quatre-vingts jours;Jules Verne, Michael Glencross, Brian W. Aldiss;eng;Intermediate;45903;117108;genre fiction;4434.45;2660.67;36.342,00  ;189;Penguin Group (USA) LLC;555;Le tour du monde en quatre-vingts jours;Ja;Le tour du monde en quatre-vingts jours;
1994;Walk Two Moons;Sharon Creech;eng;Intermediate;34759;129350;nonfiction;544.5;326.7;0.99;190;Amazon Digital Services,  Inc.;550;Walk Two Moons;Nein;Walk Two Moons;
2003;Onze minutos;Paulo Coelho, Margaret Jull Costa;eng;Intermediate;25263;102206;genre fiction;534.6;0.0;0.99;192;Amazon Digital Services,  Inc.;540;Onze minutos;Nein;Onze minutos;
1953;Nine Stories;J.D. Salinger;eng;Intermediate;43556;105138;genre fiction;2154.6;0.0;36.220,00  ;192;Amazon Digital Services,  Inc.;540;Nine Stories;Ja;Nine Stories;
2005;Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen;Julie Powell;eng;Intermediate;24532;121373;nonfiction;1599.65;959.79;36.192,00  ;193;Random House LLC;535;Julie & Julia;Nein;Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen;
2007;Unwind;Neal Shusterman;eng;Intermediate;43191;143892;genre fiction;524.7;314.82;0.99;194;Macmillan;530;Unwind;Nein;Unwind;
1996;Drums of Autumn (Outlander, #4);Diana Gabaldon;eng;Intermediate;12510;123736;nonfiction;1024.85;614.91;36.161,00  ;197;Amazon Digital Services,  Inc.;515;Drums of Autumn;Nein;Drums of Autumn (Outlander, #4);
2013;Prodigy;Marie Lu;eng;Intermediate;47209;149702;genre fiction;1524.9;0.0;36.192,00  ;198;Amazon Digital Services,  Inc.;510;Prodigy;Ja;Prodigy;
1603;The Tragedie of King Lear;William Shakespeare;eng;Intermediate;32568;135448;genre fiction;2014.95;1208.97;36.220,00  ;199;Amazon Digital Services,  Inc.;505;The Tragedie of King Lear;Ja;The Tragedie of King Lear;
1949;Death of a Salesman;Arthur Miller;eng;Novice;17958;132061;genre fiction;5433.18;3.259.908;33.512,00  ;201;Penguin Group (USA) LLC;498;Death of a Salesman;Ja;Death of a Salesman;
2007;The Choice;Nicholas Sparks;en-US;Intermediate;36220;93479;genre fiction;1483.04;0.0;36.192,00  ;202;Amazon Digital Services,  Inc.;496;The Choice;Ja;The Choice;
2012;;Kate Egan;en-US;Famous;18719;119915;genre fiction;2950.91;1.770.546;45.663,00  ;205;HarperCollins Publishers;491;;;;
1929;The Sound and the Fury;William Faulkner;eng;Intermediate;31472;124665;genre fiction;2445.1;1467.06;36.251,00  ;206;Hachette Book Group;490;The Sound and the Fury;Nein;;
2005;A New Earth: Awakening to Your Life's Purpose;Eckhart Tolle;eng;Intermediate;45692;106211;genre fiction;483.12;289.872;0.99;207;Amazon Digital Services,  Inc.;488;A New Earth: Awakening to Your Life's Purpose;Nein;;
2002;BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1;Tite Kubo;eng;Intermediate;44287;120004;fiction;2605.92;1.563.552;12.540,00  ;207;Penguin Group (USA) LLC;488;BLEACH;Ja (Anime-Serie & Filme);;
2013;;Allie Brosh;eng;Intermediate;42826;118910;genre fiction;5269.53;3.161.718;33.512,00  ;210;Penguin Group (USA) LLC;483;Allie Brosh (Hyperbole and a Half);Nein;;
1992;The Shadow Rising ;Robert Jordan;en-US;Intermediate;44287;122524;nonfiction;2057.58;1.234.548;46.113,00  ;210;HarperCollins Publishing;483;The Shadow Rising;Teil der �Wheel of Time�-Serie (in Produktion);;
2003;Shantaram;Gregory David Roberts;eng;Intermediate;46113;95213;genre fiction;476.19;0.0;0.99;211;Amazon Digital Services,  Inc.;481;Shantaram;In Entwicklung als Serie;;
2008;From Dead to Worse;Charlaine Harris;eng;Intermediate;45661;151095;genre fiction;475.2;285.12;0.99;212;Amazon Digital Services,  Inc.;480;From Dead to Worse;Nein;;
1991;The Waste Lands;Stephen King, Ned Dameron;eng;Intermediate;45383;117483;genre fiction;1429.22;0.0;36.192,00  ;213;Amazon Digital Services,  Inc.;478;The Waste Lands;Teil der �Dark Tower�-Serie (in Produktion);;
1997;The Bone Collector;Jeffery Deaver;en-US;Intermediate;43191;120541;genre fiction;5253.22;3.151.932;36.434,00  ;213;Random House LLC;478;The Bone Collector;Ja (Film 1999);;
1995;Der Vorleser;Bernhard Schlink, Carol Brown Janeway;eng;Intermediate;26724;119911;genre fiction;1423.24;0.0;36.192,00  ;214;Amazon Digital Services,  Inc.;476;Der Vorleser;Ja (Film 2008);;
1967;Brown Bear, Brown Bear, What Do You See?;Bill Martin Jr., Eric Carle;eng;Intermediate;43556;125668;genre fiction;2375.24;1.425.144;36.251,00  ;214;Hachette Book Group;476;Brown Bear, Brown Bear, What Do You See?;Nein;;
1989;Hyperion;Dan Simmons;eng;Intermediate;44287;122225;genre fiction;470.25;0.0;0.99;215;Amazon Digital Services,  Inc.;475;Hyperion;In Entwicklung als Serie;;
1947;The Pearl of the World;John Steinbeck;eng;Novice;15036;133264;genre fiction;470.25;282.15;0.99;215;Amazon Digital Services,  Inc.;475;The Pearl of the World (The Pearl);Nein;;
1971;The Exorcist;William Peter Blatty;en-US;Intermediate;41730;124467;genre fiction;1399.32;0.0;36.192,00  ;219;Amazon Digital Services,  Inc.;468;The Exorcist;Ja (Film 1973 + Remakes);;
2009;The Short Second Life of Bree Tanner;Stephenie Meyer;eng;Intermediate;18688;145874;genre fiction;461.34;0.0;0.99;220;Amazon Digital Services,  Inc.;466;The Short Second Life of Bree Tanner;Nein;;
1994;Snow Falling on Cedars;David Guterson;eng;Intermediate;45872;131945;genre fiction;1393.34;0.0;36.192,00  ;220;Amazon Digital Services,  Inc.;466;Snow Falling on Cedars;Ja (Film 1999);;
1976;Roots;Alex Haley;en-US;Famous;15432;118951;genre fiction;460.35;276.21;0.99;221;Macmillan;465;Roots;Ja (TV-Miniserien 1977 & 2016);;
1988;Batman: The Killing Joke ;Alan Moore, Brian Bolland, Tim Sale;eng;Intermediate;13241;113855;genre fiction;455.4;273.24;0.99;224;Random House LLC;460;Batman: The Killing Joke;Ja (animierter Film 2016);;
1952;Invisible Man;Ralph Ellison;eng;Intermediate;30742;123073;genre fiction;455.4;0.0;0.99;224;Amazon Digital Services,  Inc.;460;Invisible Man;Ja (Film 2020);;
2007;A Long Way Gone. Memoirs of a Boy Soldier;Ishmael Beah;en-US;Intermediate;41730;116260;genre fiction;3643.44;0.0;36.342,00  ;226;Amazon Digital Services,  Inc.;456;A Long Way Gone;Nein;;
1971;Mrs. Frisby and the Rats of NIMH;Robert C. O'Brien;;Intermediate;41365;135978;genre fiction;1815.45;1089.27;36.220,00  ;227;Amazon Digital Services,  Inc.;455;Mrs. Frisby and the Rats of NIMH;Ja (Animationsfilm 1982 & The Secret of NIMH 2);;
1982;Different Seasons;Stephen King;eng;Intermediate;12510;105961;genre fiction;5000.45;3000.27;36.434,00  ;227;Simon and Schuster Digital Sales Inc;455;Different Seasons;Ja (mehrere Filme enthalten);;
1953;The Little House Collection;Laura Ingalls Wilder, Garth Williams;;Intermediate;12145;124320;genre fiction;5195.91;3.117.546;17.472,00  ;228;Random House LLC;453;The Little House Collection;Ja (TV-Serie �Little House on the Prairie�);;
1998;The Girls' Guide to Hunting and Fishing;Melissa Bank;;Novice;47178;113977;nonfiction;448.47;0.0;0.99;228;Amazon Digital Services,  Inc.;453;The Girls' Guide to Hunting and Fishing;Nein;;
2012;Wool Omnibus;Hugh Howey;eng;Intermediate;45383;81982;genre fiction;2250.49;1.350.294;36.251,00  ;229;Penguin Group (USA) LLC;451;Wool Omnibus;In Entwicklung als Serie;;
2002;Lamb: The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;en-US;Intermediate;46113;118576;genre fiction;4792.5;2875.5;24.016,00  ;230;Random House LLC;450;Lamb;Nein;;
1997;The Power of Now;Eckhart Tolle;eng;Intermediate;45661;104549;genre fiction;4771.2;2862.72;24.016,00  ;231;Penguin Group (USA) LLC;448;The Power of Now;Nein;;
2012;Let's Pretend This Never Happened (A Mostly True Memoir);Jenny  Lawson;eng;Intermediate;45903;118475;genre fiction;443.52;266.112;0.99;231;Amazon Digital Services,  Inc.;448;Let's Pretend This Never Happened;Nein;;
2006;The Lies of Locke Lamora;Scott Lynch;eng;Intermediate;45720;118751;genre fiction;1324.57;794.742;36.192,00  ;234;Simon and Schuster Digital Sales Inc;443;The Lies of Locke Lamora;In Entwicklung (Netflix-Serie angek�ndigt);;
1995;Sabriel;Garth Nix;en-US;Intermediate;42826;137047;genre fiction;8811.18;5.286.708;19.98;235;Random House LLC;441;Sabriel;In Entwicklung als Serie;;
2009;Dead and Gone;Charlaine Harris;eng;Intermediate;45661;145157;genre fiction;2175.64;1.305.384;36.251,00  ;238;Random House LLC;436;Dead and Gone;Nein;;
2013;The Storyteller;Jodi Picoult;eng;Intermediate;46113;109313;genre fiction;430.65;0.0;0.99;239;Amazon Digital Services,  Inc.;435;The Storyteller;Nein;;
2011;Obsidian;Jennifer L. Armentrout;eng;Intermediate;45017;164832;genre fiction;5191.67;3.115.002;36.465,00  ;240;Penguin Group (USA) LLC;433;Obsidian;Nein;;
1982;Life, the Universe and Everything;Douglas Adams;eng;Intermediate;43556;131562;genre fiction;2593.67;1.556.202;36.281,00  ;240;Hachette Book Group;433;Life, the Universe and Everything;Ja (�Hitchhiker�s Guide� Filme/Serien);;
2013;Crown of Midnight;Sarah J. Maas;en-CA;Famous;17989;160485;genre fiction;426.69;256.014;0.99;241;Amazon Digital Services,  Inc.;431;Crown of Midnight;Nein;;
2004;Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life;Bryan Lee O'Malley;eng;Intermediate;43191;126864;genre fiction;425.7;255.42;0.99;242;Random House LLC;430;Scott Pilgrim, Volume 1;Ja (Film 2010 �Scott Pilgrim vs. the World�);;
2008;Half Broke Horses: A True Life Novel;Jeannette Walls;eng;Intermediate;45781;110597;genre fiction;5107.74;3.064.644;36.465,00  ;244;Penguin Group (USA) LLC;426;Half Broke Horses;Nein;;
1987;Mort;Terry Pratchett;eng;Intermediate;44652;128450;genre fiction;3821.22;2.292.732;35.643,00  ;244;Amazon Digital Services,  Inc.;426;Mort;In Entwicklung (Discworld-Serie in Planung);;
2010;The Iron King (The Iron Fey, #1) ;Julie Kagawa;eng;Intermediate;33664;158063;genre fiction;420.75;252.45;0.99;245;Macmillan;425;The Iron King;Nein;;
1985;Lonesome Dove;Larry McMurtry;en-US;Famous;17258;111498;genre fiction;1687.77;0.0;36.220,00  ;246;Amazon Digital Services,  Inc.;423;Lonesome Dove;Ja (TV-Miniserie 1989);;
2003;Stiff: The Curious Lives of Human Cadavers;Mary Roach;eng;Intermediate;45781;122502;nonfiction;4473.0;2683.8;24.016,00  ;248;Random House LLC;420;Stiff;Nein;;
2011;Bloodlines;Richelle Mead;en-US;Intermediate;44652;140599;genre fiction;413.82;248.292;0.99;249;Macmillan;418;Bloodlines;Nein;;
1998;Ender's Shadow;Orson Scott Card;eng;Intermediate;45720;115521;nonfiction;411.84;0.0;0.99;250;Amazon Digital Services,  Inc.;416;Ender's Shadow;In Entwicklung (Amazon-Serie �Ender�s Game�);;
2009;Twenties Girl;Sophie Kinsella;eng;Intermediate;30011;119105;genre fiction;2070.85;1242.51;36.251,00  ;251;Random House LLC;415;Twenties Girl;Nein;;
1982;Schindler's Ark;Thomas Keneally;eng;Intermediate;12510;108338;genre fiction;2537.9;1522.74;43.617,00  ;254;Amazon Digital Services,  Inc.;410;Schindler's Ark;Ja (Film �Schindlers Liste� 1993);;
1970;The Bluest Eye;Toni Morrison;eng;Intermediate;36220;109944;genre fiction;1219.92;0.0;36.192,00  ;255;Amazon Digital Services,  Inc.;408;The Bluest Eye;Nein;;
2009;The White Queen;Philippa Gregory;eng;Intermediate;45903;119739;genre fiction;1685.04;1.011.024;41.365,00  ;255;Amazon Digital Services,  Inc.;408;The White Queen;Ja (TV-Serie 2013);;
1965;The Autobiography of Malcolm X;Malcolm X, Alex Haley;eng;Intermediate;47209;124805;nonfiction;2025.94;1.215.564;36.251,00  ;256;Random House LLC;406;The Autobiography of Malcolm X;Ja (Film �Malcolm X� 1992);;
1989;Preludes & Nocturnes;Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger;eng;Intermediate;45720;122540;nonfiction;2251.8;1351.08;20.576,00  ;257;Amazon Digital Services,  Inc.;405;Preludes & Nocturnes;Nein;;
1999;Seabiscuit;Laura Hillenbrand;en-US;Intermediate;45692;111497;genre fiction;1007.5;604.5;45.779,00  ;258;HarperCollins Publishers;403;Seabiscuit;Ja (Film 2003);;
2003;Shutter Island;Dennis Lehane;eng;Intermediate;45842;113718;genre fiction;4270.65;2562.39;24.016,00  ;259;Penguin Group (USA) LLC;401;Shutter Island;Ja (Film 2010);;
1894;The Complete Sherlock Holmes;Arthur Conan Doyle;eng;Famous;45781;109754;genre fiction;3180.02;1.908.012;36.342,00  ;261;Penguin Group (USA) LLC;398;The Complete Sherlock Holmes;Ja (zahlreiche Filme/Serien);;
